,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Hong Kong SkyCity Marriott Hotel,10533,
1,Sai Kung,"Block 4, Serenity Place",10534,
2,Sham Shui Po,"The Salvation Army Nam Shan Residence for Senior Citizens, Nam Shan Estate",10535,
3,Yau Tsim Mong,Man Ying Building,10536,
4,Kowloon City,Fu Yip Building,10537,
5,Kowloon City,Sung Oi Building,10538,
6,Central & Western,Carbo Mansion,10539,
7,Yuen Long,"Block 12, Kenswood Court",10540,
8,Yuen Long,"Block 1, Kenswood Court",10540,
9,Tuen Mun,"Block 3, Yuet Wu Villa",10541,
10,Sai Kung,"Block 4, Serenity Place",10543,
11,Sai Kung,"Wo Yat House, Wo Ming Court",10544,
12,Tai Po,Koon Nam House,10545,
13,Yuen Long,San Wai Tsuen,10546,
14,Yau Tsim Mong,14-16 Kimberley Street,10547,
15,Yau Tsim Mong,42-44 Temple Street,10548,
16,Yuen Long,San Wai Tsuen,10549,
17,Yuen Long,Wang Fung Building,10550,
18,Sha Tin,"Heng Kong House, Heng On Estate",10551,
19,Wan Chai,"Dorsett Wanchai, Hong Kong",10553,
20,Yau Tsim Mong,Austin Mansion,10554,
21,Sai Kung,"Wo Cheong House, Wo Ming Court",10557,
22,Kowloon City,Fu Yip Building,10558,
23,Yau Tsim Mong,42 Temple Street,10559,
24,Central & Western,Carbo Mansion,10561,
25,Yau Tsim Mong,42 Temple Street,10562,
26,Yau Tsim Mong,Man Ying Building,10563,
27,Tuen Mun,"Yin Tai House, Fu Tai Estate",10564,
28,Islands,Hong Kong SkyCity Marriott Hotel,10565,
29,Kowloon City,"Rose House, Ma Tau Wai Estate",10566,
30,Kowloon City,"Ming Fai House, Kwun Fai Court",10567,
31,Sai Kung,"Block 4, Serenity Place",10568,
32,Wong Tai Sin,"Pentahotel Hong Kong, Kowloon",10569,
33,Central & Western,Carbo Mansion,10570,
34,Central & Western,Carbo Mansion,10571,
35,Tuen Mun,"Tower 1, Goodview Garden",10573,
36,Tai Po,Wing Wo Building,10574,
37,Yau Tsim Mong,14-16 Kimberley Street,10575,
38,Yau Tsim Mong,Man Ying Building,10576,
39,Kowloon City,Wah Fat Building,10578,
40,Yau Tsim Mong,14-16 Kimberley Street,10579,
41,Yuen Long,"Block B, Fu Loy Garden",10580,
42,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10581,
