,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
41,葵青,葵盛西村 10座,,1317
42,灣仔,禮頓山第三座,,1319
43,荃灣,悅來酒店,,1320
44,觀塘,彩福邨彩歡樓,,1321
45,黃大仙,彩輝邨彩華樓,,1322
46,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1323
47,葵青,葵芳邨葵喜樓,,1324
48,灣仔,香港銅鑼灣皇冠假日酒店,,1325
49,灣仔,香港銅鑼灣皇冠假日酒店,,1326
50,觀塘,順安邨安頌樓,,1329
51,黃大仙,鳳德邨碧鳳樓,,1331
52,黃大仙,鳳德邨碧鳳樓,,1332
53,離島,藍天海岸影岸.紅 A座,,1333
54,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1334
55,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1335
56,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1336
57,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1337
58,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1338
59,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1339
60,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1340
61,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1341
62,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1342
63,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1343
64,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1344
65,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1345
66,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1346
67,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1347
68,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1348
69,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1349
70,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1350
71,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1351
72,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1352
73,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1353
74,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1354
75,西貢,善明邨善智樓,,1356
76,黃大仙,慈正邨正暉樓,,1357
77,黃大仙,慈正邨正暉樓,,1358
78,黃大仙,慈正邨正暉樓,,1359
79,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1360
80,黃大仙,彩輝邨彩華樓,,1361
81,灣仔,香港銅鑼灣皇冠假日酒店,,1362
82,油尖旺,海富苑海韻閣,,1364
83,黃大仙,慈安苑安康閣,,1365
84,深水埗,青山道 260-266號永隆大廈,,1366
85,九龍城,土瓜灣 立基大廈,,1368
86,黃大仙,牛池灣彩輝邨彩華樓,,1371
87,沙田,沙田禾輋美和樓,,1372
88,黃大仙,牛池灣彩輝邨彩華樓,,1374
89,西貢,將軍澳天晉一期,,1375
90,觀塘,安達邨孝達樓,,1376
91,沙田,水泉澳邨明泉樓,,1377
92,沙田,水泉澳邨明泉樓,,1378
93,沙田,水泉澳邨明泉樓,,1379
94,沙田,水泉澳邨明泉樓,,1380
95,沙田,水泉澳邨明泉樓,,1381
96,沙田,水泉澳邨明泉樓,,1382
97,沙田,水泉澳邨明泉樓,,1383
98,沙田,水泉澳邨明泉樓,,1384
99,沙田,水泉澳邨明泉樓,,1385
100,沙田,水泉澳邨明泉樓,,1386
101,沙田,水泉澳邨明泉樓,,1387
102,黃大仙,彩輝邨彩華樓,,1388
103,黃大仙,彩輝邨彩華樓,,1389
104,西貢,"日出康城, 晉海",,1390
105,屯門,屯門山景邨景美樓,,1391
106,荃灣,荃灣悅來酒店,,1392
107,黃大仙,慈安苑安康閣,,1393
108,荃灣,灣景花園第一座,,1394
109,黃大仙,蒲明里 6、8、10、12號及蒲惠里 11號,,1395
110,觀塘,油塘鯉魚門邨鯉意樓,,1396
111,黃大仙,彩雲邨星晨樓,,1397
112,黃大仙,彩輝邨彩華樓,,1398
113,九龍城,土瓜灣立基大廈,,1400
114,黃大仙,彩輝邨彩華樓,,1401
115,屯門,屯門山景邨景美樓,,1402
116,西貢,調景嶺健明邨明星樓,,1404
117,深水埗,西九龍中心,24/06/2020,"1233, 1263"
118,觀塘,安達商場北翼,26/06/2020,1289
119,深水埗,李鄭屋商場,29/06/2020,1289
120,屯門,香港內河碼頭,30/06/2020,1269
121,油尖旺,文蔚街 17-19號 慶豐燒鵝餐廳小廚,01/07/2020,1317
122,灣仔,勝華樓  凡高廚房,01/07/2020,1319
123,荃灣,嘉達環球中心 陶源酒家,01/07/2020,1358
124,九龍城,九龍醫院醫管局資訊大樓,02/07/2020,1292
125,東區,丹拿花園第 3座,02/07/2020,1296
126,九龍城,家居庭(第 12期) 黃埔天地,02/07/2020,1296
127,油尖旺,通菜街 113-115號,02/07/2020,1296
128,東區,港運城,02/07/2020,1296
129,九龍城,黃埔花園第 11期聚寶坊,02/07/2020,1296
130,深水埗,青山道 261號,03/07/2020,1263
131,離島,香港迪士尼樂園酒店,03/07/2020,1292
132,東區,華蘭路 12A-12H號 男女煮角,03/07/2020,1304
133,灣仔,希慎廣場 一風堂,03/07/2020,1319
134,灣仔,東美商業中心,03/07/2020,1319
135,油尖旺,漆咸道南 107-109中晶金融中 心,03/07/2020,1359
136,深水埗,欽州街 60號,04/07/2020,1263
137,沙田,馬鞍山廣場,04/07/2020,1292
138,油尖旺,朗豪坊,04/07/2020,1297
139,油尖旺,旺角道 30-36號  麥當勞,04/07/2020,1305
140,九龍城,拔萃男書院附屬小學,04/07/2020,1313
141,油尖旺,恆豐中心  大食代,04/07/2020,1313
142,油尖旺,海港城  Shake Shack,04/07/2020,1319
143,灣仔,銅鑼灣廣場  極尚大喜屋日本 料理,04/07/2020,1319
144,灣仔,盧押道 5號  Feather & Bone,04/07/2020,1319
145,黃大仙,黃大仙中心南館 金記冰室,04/07/2020,1358
146,黃大仙,彩雲商場 彩雲街市,04/07/2020,1361
147,油尖旺,柯士甸大廈,04/07/2020,1394
148,黃大仙,慈雲山中心,04/07/2020,1404
149,觀塘,坪石邨玉石樓  彬記粥麵美食,04/07/2020,"1269, 1283, 1291, 1297, 1361, 1388"
150,沙田,瀝源商場,05/07/2020,1293
151,沙田,大圍道 13號,05/07/2020,1294
152,沙田,新城市廣場,05/07/2020,1294
153,油尖旺,旺角城大廈,05/07/2020,1304
154,黃大仙,彩雲邨彩雲商場  麥當勞,05/07/2020,1305
155,灣仔,香港萬麗海景酒店,05/07/2020,1313
156,荃灣,荃灣廣場  牛涮鍋,05/07/2020,1313
157,灣仔,利舞臺廣場  玉桃軒,05/07/2020,1319
158,觀塘,觀塘廣場 龍寶酒家,05/07/2020,1332
159,油尖旺,佐敦文蔚街 24號 新華寶城餐廳,05/07/2020,1356
160,西貢,都會駅 唐記包點,05/07/2020,1356
161,九龍城,九龍城衙前圍道 56-58號地下 順興茶餐廳,05/07/2020,1358
162,九龍城,衙前圍道 56-58號順興餐廳,05/07/2020,1358
163,觀塘,油塘 大本型,05/07/2020,1368
164,油尖旺,文英街 26-28號  新發茶餐廳,05/07/2020,"1289, 1301, 1317, 1324, 1329, 1396"
165,沙田,京瑞廣場 1期 豐鍋日式涮涮 鍋,06/07/2020,1293
166,沙田,水泉澳廣場,06/07/2020,1294
167,黃大仙,中華基督教會扶輪中學,06/07/2020,1295
168,屯門,啟豐商場,06/07/2020,1296
169,東區,華蘭中心,06/07/2020,1304
170,深水埗,貿易廣場,06/07/2020,1313
171,西貢,彩明商場 茶魚飯后,06/07/2020,1356
172,灣仔,利園一期,06/07/2020,1358
173,灣仔,希慎道 33利園一期,06/07/2020,1358
174,黃大仙,毓華里 12-14號 時代冰室,06/07/2020,1358
175,沙田,沙田凱悅酒店,06/07/2020,1359
176,觀塘,牛頭角道 167號偉景樓,06/07/2020,1371
177,沙田,馬鞍山新港城中心,06/07/2020,1372
178,沙田,新翠村商場 Pizza Hut,06/07/2020,1387
179,黃大仙,龍池徑 60號 A 新志興至尊燒鵝大王,07/07/2020,1305
180,油尖旺,旺角中心第 1座,07/07/2020,1315
181,觀塘,定富街 4-24號  豬嘜車仔麵,07/07/2020,1329
182,黃大仙,聖母書院,07/07/2020,1331
183,油尖旺,旺角鵝皇館 新興鋼具商業大 廈,07/07/2020,1332
184,西貢,港鐵調景嶺站 盈健醫療中心,07/07/2020,1356
185,黃大仙,彩雲商場 彩龍皇宮大酒樓,07/07/2020,1361
186,黃大仙,德望中學,07/07/2020,1375
187,離島,東堤灣畔商場 元氣壽司,07/07/2020,1377
188,沙田,九龍城浸信會禧年(恩平)小學,07/07/2020,1387
189,黃大仙,蒲明里 6、8、10、12號及蒲 惠里 11號,07/07/2020,"1310, 1311, 1312, 1321"
190,九龍城,香港浸信會醫院,07/07/2020,"1314, 1364"
191,東區,北角城市花園城市中心 1樓 85 號舖雋妍教育中心,08/07/2020,1390
192,東區,城市花園1-3座 城市中心,08/07/2020,1390
193,西貢,PopCorn,08/07/2020,1404
194,葵青,青衣城 2 小食快綫,09/07/2020,1333
195,西貢,優才(楊殷有娣)學校,09/07/2020,1371
196,東區,太古城中心,09/07/2020,1376
197,觀塘,清水灣道 8號 大家樂,09/07/2020,1394
198,黃大仙,牛池灣街市,09/07/2020,"1371, 1394"
