,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Eastern,"Block 26, Heng Fa Chuen",10898,
1,Yau Tsim Mong,"Front Block, Man Yuen Building",10899,
2,Wong Tai Sin,"Wah Yuen House, Chuk Yuen (South) Estate",10900,
3,Kwun Tong,Lai Yue Building,10902,
4,Sha Tin,"Block 2 , Carado Garden",10904,
5,Eastern,"Block 26, Heng Fa Chuen",10905,
6,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10906,
7,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10907,
8,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10908,
9,Southern,"Wah Yin House, Wah Kwai Estate",10909,
10,Sham Shui Po,570-572 Fuk Wa Street,10910,
11,Central & Western,The Hudson,10911,
12,Eastern,"Tung Hiu House, Tung Yuk Court",10912,
13,Yuen Long,"Lin Fa Tei, Pat Heung",10913,
14,Yau Tsim Mong,315 Nathan Road,10914,
15,Tai Po,"Block I, Trackside Villas",10915,
16,Sham Shui Po,"Tower 6, Banyan Garden",10916,
17,Eastern,"Block 1, The Orchards",10917,
18,Sai Kung,"Sheung Shun House, Sheung Tak Estate",10918,
19,Eastern,"Block D, Kornhill",10919,
20,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10920,
21,Sai Kung,Holiday Inn Express Hong Kong Kowloon East,10921,
22,Sai Kung,"Tower 16, Ocean Shores",10921,
23,Yau Tsim Mong,"Tower 7, Island Harbourview",10922,
24,Eastern,Ramada Hong Kong Grand View,10923,
25,Yuen Long,"Tower 1, One Regent Place",10924,
26,Yuen Long,Wang Toi Shan Wing Ning Lei,10925,
27,Southern,"Wah Yin House, Wah Kwai Estate",10926,
28,Kowloon City,"Kin Man House, Oi Man Estate",10927,
29,Kowloon City,"Wai Man House, Oi Man Estate",10929,
30,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10931,
31,Yau Tsim Mong,"Block 2, Parc Palais",10932,
32,Southern,"Wah Yin House, Wah Kwai Estate",10935,
33,Kwun Tong,Camlux Hotel,10936,
34,Kwun Tong,"Choi Kiu House, Choi Hing Court",10936,
35,Sham Shui Po,"Block 22, Shek Kip Mei Estate",10937,
36,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10938,
37,Sha Tin,"Block 4, Baycrest",10939,
38,Wan Chai,"Block B, Hay Wah Building",10940,
39,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10941,
40,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10942,
41,Wong Tai Sin,"Lok Man House, Lok Fu Estate",10944,
42,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10945,
43,Wong Tai Sin,Pentahotel Hong Kong Kowloon,10946,
44,Kowloon City,"Kin Man House, Oi Man Estate",10947,
45,Islands,"Block B, Yu Tai Court",10948,
46,Kowloon City,"Kin Man House, Oi Man Estate",10949,
47,Yau Tsim Mong,"Tower 7, Island Harbourview",10950,
48,Yau Tsim Mong,"Tower 7, Island Harbourview",10951,
49,Kowloon City,"Phase 1, Mei King Mansion",10953,
50,Southern,"Wah Yin House, Wah Kwai Estate",10954,
51,Wong Tai Sin,"Fei Fung House, Choi Wan (I) Estate",10955,
52,Eastern,"Fu Dat Court, Fortress Garden",10957,
53,Yau Tsim Mong,Honour House,10958,
54,Yau Tsim Mong,"Block 2, Parc Palais",10960,
55,Kwun Tong,L'hotel élan,10961,
56,Sha Tin,"Block 4, Baycrest",10961,
57,Tai Po,Blossom Villas,10962,
58,Kowloon City,"Mun Ching House, Kai Ching Estate",10963,
59,Yau Tsim Mong,315 Nathan Road,10964,
60,Southern,"Wah Yin House, Wah Kwai Estate",10965,
61,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10966,
62,Kowloon City,Masion Deluxe,10967,
63,Sham Shui Po,"Block 2, Liberte",10968,
64,Eastern,"Block 45, Heng Fa Chuen",10969,
65,Sha Tin,"Block 11, Woodcrest Hills",10970,
66,Kwai Tsing,"Ting Fung House, Ning Fung Court",10971,
67,Islands,"12A , Peninsula Village Caperidge Drive",10972,
68,Tuen Mun,"Luk Tin House, Yan Tin Estate",10973,
69,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10974,
70,Islands,"Luk Yat House, Yat Tung (1) Estate",10975,
71,Kowloon City,22-24 Yin On Street,10976,
72,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10977,
73,Tai Po,"Shin Lun House, Fu Shin Estate",10978,
74,Sha Tin,"Block 11, Woodcrest Hills",10979,
75,Tai Po,"Hei Wo House, Tai Wo Estate",10980,
76,Tuen Mun,"Tower 4, Pierhead Garden",10981,
77,Kowloon City,"Lok Seen Lau, Lok Man Sun Chuen",10982,
78,Kwun Tong,"Fai Wah House, Lok Wah South Estate",10983,
79,Kowloon City,"Wai Man House, Oi Man Estate",10984,
80,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10989,
81,Kwun Tong,"Chi Tai House, On Tai Estate",10990,
82,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10991,
83,Tsuen Wan,"Block 6, Park Island",10992,
84,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10994,
85,Kwun Tong,"Hiu Fai House, Hiu Lai Court",10995,
86,Kwun Tong,"Block B, Tai Hong Building",10995,
87,Central & Western,Matilda International Hospital Domestic Quarters,10996,
88,Central & Western,Matilda International Hospital Domestic Quarters,10997,
89,Wan Chai,Sam Yuen Mansion,10998,
90,Eastern,"Yu Hing House, Hing Wah (II) Estate",10998,
91,Kwun Tong,Fu Wah Court,10999,
92,Sham Shui Po,"Block 2, Liberte",11000,
93,Tsuen Wan,"Block 26, Park Island",11001,
94,Tuen Mun,"Block2, Oi Chi House, Yau Oi Estate",11002,
95,Yau Tsim Mong,Rosedale Hotel Kowloon,11002,
96,Yuen Long,Po Shing Building,11003,
97,Wan Chai,"Block B, Hay Wah Building",11005,
98,Yau Tsim Mong,76 Tai Nan Street,11006,
99,Tsuen Wan,Iau Kin Building,11009,
100,Kwun Tong,"Chi Tai House, On Tai Estate",11010,
101,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11010,
102,Kwun Tong,"Chi Tai House, On Tai Estate",11011,
103,North,On Po Tsuen,11012,
104,Yau Tsim Mong,Seawide Mansion,11014,
105,Sai Kung,Man Sau Sun Tsuen,11015,
106,Kwai Tsing,"Lok King House, Lai King Estate",11016,
107,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11017,
108,Kwai Tsing,"Kwai On House, Kwai Fong Estate",11019,
109,Central & Western,Matilda International Hospital Domestic Quarters,11020,
110,Wong Tai Sin,"New Lai King Building, 48-56 Choi Hung Road",11026,
111,Kwun Tong,"Chi Tai House, On Tai Estate",11027,
112,Yau Tsim Mong,Cheung Fung Mansion,11028,
113,Yau Tsim Mong,Marco Polo Hongkong Hotel,11028,
114,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",11029,
115,Sai Kung,"Tower 7, Hong Kong University of Science and Technology Senior Staff Quarters",11030,
116,Sha Tin,"Block 10, City One Shatin",11031,
117,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11032,
118,Sai Kung,"Block 3, Residence Oasis",Case notified by the National Health Commission,
119,Wong Tai Sin,Cambridge Building,11034,
120,Kowloon City,"Mun Ching House, Kai Ching Estate",11035,
121,Kwai Tsing,"Block 6, Kwai Shing West Estate",11036,
122,Southern,"Fu Heng Yuen, Chi Fu Fa Yuen",11038,
123,Sha Tin,"Kam Lan House, Kam Fung Court",11039,
124,Kowloon City,"Tower 1, The Zumurud",11040,
125,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11041,
126,Wong Tai Sin,Cambridge Building,11042,
127,Yau Tsim Mong,Cheung Fung Mansion,11043,
128,Yau Tsim Mong,Marco Polo Hongkong Hotel,11043,
129,Eastern,"Yu Hing House, Hing Wah (II) Estate",11044,
130,Wong Tai Sin,"New Lai King Building, 48-56 Choi Hung Road",11045,
131,Wong Tai Sin,Cambridge Building,11046,
132,Sai Kung,"Tower 2, Hemera, Lohas Park",11047,
133,Tuen Mun,"Block 1, Elegance Gardens",11049,
134,Yuen Long,"Ching Moon House, Tin Ching Estate",11051,
135,Kwun Tong,"Chi Tai House, On Tai Estate",11053,
