,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwai Tsing,"Block 9, Kwai Shing West Estate",5391,
1,Islands,Hong Kong Skycity Marriott Hotel,5393,
2,Islands,Headland Hotel,5396,
3,Tuen Mun,Ming Wai Building,5398,
4,Tsuen Wan,"Tower 7, Parc City",5399,
5,Kowloon City,"Tower 1, The Metropolis Residence",5405,
6,Yau Tsim Mong,The Kimberley Hotel,5408,
7,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5409,
8,Yuen Long,Pok Wai Tsuen,5417,
9,Sha Tin,"Block 6, Jubilee Garden",5418,
10,Central & Western,"Tsui King Court, 18 Water Street",5419,
11,North,On Shing Court,5420,
12,Central & Western,One Eight One Hotel & Serviced Residences,5421,
13,Islands,Hong Kong SkyCity Marriott Hotel,5425,
14,Wan Chai,Crowne Plaza Hong Kong Causeway Bay,5426,
15,Tsuen Wan,"Block 8, Hong Kong Garden",5427,
16,Wan Chai,Renaissance Harbour View Hotel,5429,
17,Tai Po,"Block 18, Phase 5, Tai Po Centre",5432,
18,Yau Tsim Mong,Tak Fung Building,5433,
19,Eastern,"Tai Woo Mansion, Taikoo Shing",5435,
20,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5436,
21,Yau Tsim Mong,Best Western Plus Hotel Kowloon,5437,
22,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5439,
23,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5440,
24,Sha Tin,"Shing Wai House, Sun Tin Wai Estate",5446,
25,Southern,"Tower 9, Larvotto",5451,
26,Central & Western,Shama Hollywood Hong Kong,5454,
27,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5455,
28,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5456,
29,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5457,
30,Southern,Ovolo Southside,5458,
31,Yau Tsim Mong,Tak Fung Building,5459,
32,Sai Kung,"Tower 6, Nan Fung Plaza",5463,
33,Islands,Hong Kong Skycity Marriott Hotel,5464,
34,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5465,
35,Yau Tsim Mong,Delta Hotel,5466,
36,Yau Tsim Mong,Travelodge Kowloon,5467,
37,Islands,Novotel Citygate Hong Kong,5468,
38,Islands,Headland Hotel,5469,
39,Yuen Long,"Tower 12, The Parcville",5470,
40,Eastern,Ramada Hong Kong Grand View,5471,
41,Kwai Tsing,"Block 6, Kwai Shing West Estate",5472,
42,Kwai Tsing,"Block 6, Kwai Shing West Estate",5474,
43,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5475,
44,Sha Tin,Courtyard By Marriott Hong Kong Sha Tin,5476,
45,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5477,
46,Yau Tsim Mong,"Dorsett Mongkok, Hong Kong",5478,
47,Sha Tin,"Yue Chak House, Yue Tin Court",5479,
48,Islands,Hong Kong Skycity Marriott Hotel,5482,
49,Islands,Hong Kong Skycity Marriott Hotel,5483,
50,Yau Tsim Mong,"Block 2, The Long Beach",5484,
51,Kwun Tong,"Dorsett Kwun Tong, Hong Kong",5486,
52,Wan Chai,"Victoria Heights, 43A Stubbs Road",5487,
53,Islands,"Tower 3, The Visionary",5488,
54,Sha Tin,"Yue Chak House, Yue Tin Court",5492,
55,Islands,Hong Kong Skycity Marriott Hotel,5496,
56,Tuen Mun,"King On House, Shan King Estate",5497,
57,Tuen Mun,"King On House, Shan King Estate",5498,
58,Kowloon City,"Sik Man House, Ho Man Tin Estate",5499,
